content_cost_ratio,competitor_moves,price_increase_pct,bundle_member,tenure_months,engagement_hours,support_tickets,region,plan_type,churn
0.52,1,0.76,0,16,74.6,0,EU,Standard,0
0.542,2,7.49,1,54,71.2,1,EU,Standard,0
0.465,4,7.77,1,41,61.8,0,EU,Standard,0
0.538,2,2.58,0,3,69.2,0,NA,Basic,0
0.454,1,3.89,0,5,37.7,0,EU,Premium,0
0.561,1,2.06,0,12,50.2,1,EU,Standard,0
0.583,2,2.38,0,20,40.0,1,APAC,Premium,0
0.536,1,0.74,1,16,25.1,2,NA,Premium,0
0.409,1,0.44,1,5,46.7,1,LATAM,AdTier,0
0.462,2,6.69,1,11,43.3,1,NA,Standard,1
0.554,1,2.92,0,12,41.0,1,LATAM,AdTier,0
0.521,0,3.1,0,4,43.8,0,EU,Premium,0
0.4,2,1.38,0,22,46.2,0,NA,Premium,0
0.595,2,3.38,1,24,62.8,1,NA,Standard,0
0.528,2,0.0,0,9,33.3,0,NA,Standard,0
0.471,2,1.45,0,22,19.4,1,EU,Basic,0
0.58,1,0.6,1,16,58.6,2,LATAM,Standard,0
0.479,1,5.59,0,9,62.1,0,APAC,AdTier,1
0.479,3,0.0,1,105,52.2,1,LATAM,Premium,0
0.542,1,0.64,1,39,22.2,0,NA,Basic,0
0.627,1,0.0,1,19,42.4,1,NA,Standard,0
0.617,3,1.22,1,27,50.7,0,APAC,Standard,0
0.542,0,2.08,1,1,23.6,1,NA,Standard,0
0.548,2,4.96,0,16,29.7,0,NA,Basic,1
0.567,4,2.56,0,5,42.1,2,NA,Premium,0
0.445,0,2.18,0,29,68.7,0,EU,Standard,0
0.559,4,3.6,0,4,49.5,0,APAC,AdTier,0
0.476,4,2.11,1,15,33.5,1,NA,Standard,0
0.539,4,7.82,0,33,41.0,0,NA,AdTier,0
0.506,2,1.82,0,31,31.7,2,NA,Premium,0
0.55,6,3.83,1,16,36.8,1,EU,Standard,0
0.527,4,4.65,0,33,59.4,0,NA,Premium,0
0.4,2,1.76,0,5,6.6,0,EU,Premium,0
0.531,3,3.33,1,6,71.3,1,EU,Standard,0
0.559,0,2.0,0,1,88.8,1,NA,Standard,0
0.547,6,3.55,0,22,48.3,0,APAC,Standard,1
0.514,3,3.2,0,22,28.4,2,NA,Standard,0
0.619,2,2.72,1,22,68.3,0,EU,Basic,0
0.539,3,0.69,1,11,50.6,0,APAC,Premium,1
0.546,1,6.73,1,9,34.5,0,NA,Basic,1
0.583,1,4.17,0,31,25.6,1,APAC,Premium,1
0.542,2,0.0,1,18,36.9,0,NA,AdTier,0
0.466,2,2.16,0,11,48.9,2,EU,Standard,0
0.4,1,0.0,0,2,62.9,0,APAC,Premium,0
0.491,5,4.52,0,25,50.7,2,NA,AdTier,0
0.566,1,2.96,0,58,54.1,0,EU,Standard,0
0.499,1,3.01,0,31,38.3,0,NA,Standard,0
0.568,2,1.32,0,13,62.1,2,NA,Standard,0
0.529,3,2.37,0,6,40.9,2,NA,AdTier,0
0.597,2,4.57,0,9,81.8,0,NA,Premium,0
0.502,1,5.11,1,33,31.9,0,NA,Basic,0
0.548,3,4.69,0,4,52.9,1,NA,Standard,1
0.55,1,0.0,1,76,88.8,1,APAC,Standard,0
0.61,1,2.63,0,41,65.8,0,APAC,Standard,0
0.418,3,3.51,0,64,59.9,0,LATAM,Basic,1
0.492,3,1.53,1,7,50.9,1,LATAM,Premium,0
0.571,3,0.0,0,6,46.1,1,EU,Premium,0
0.613,0,0.43,1,22,41.5,0,EU,Premium,0
0.534,3,6.0,1,1,33.8,0,NA,Basic,0
0.502,3,0.62,0,58,14.3,0,APAC,Basic,0
0.565,0,3.1,1,6,57.8,1,NA,Basic,0
0.572,1,2.69,1,6,14.2,0,APAC,Premium,0
0.498,2,2.69,1,7,58.0,0,APAC,AdTier,0
0.54,4,2.36,0,9,38.8,1,LATAM,AdTier,1
0.591,3,4.58,0,2,25.9,3,NA,Standard,1
0.633,1,3.07,0,39,73.1,1,NA,Standard,0
0.565,2,1.75,0,50,16.0,2,EU,Standard,0
0.523,3,3.1,0,11,31.7,2,APAC,Basic,0
0.517,1,0.44,1,1,33.5,0,APAC,Premium,0
0.553,3,3.95,0,34,48.0,0,NA,Standard,0
0.513,2,1.64,1,1,32.7,0,APAC,Premium,1
0.531,2,1.75,1,1,74.2,1,EU,Standard,1
0.457,2,4.03,0,3,17.6,0,APAC,Basic,0
0.598,3,2.19,0,56,126.7,1,APAC,Premium,0
0.452,3,2.3,0,20,23.8,0,LATAM,Premium,0
0.494,2,5.34,0,6,104.1,0,APAC,AdTier,0
0.526,2,1.05,0,40,66.9,1,APAC,Basic,0
0.639,4,4.0,1,18,42.8,1,EU,Standard,0
0.495,2,4.9,0,1,49.5,0,EU,Basic,1
0.48,2,5.33,0,3,37.4,0,EU,AdTier,0
0.487,3,7.35,0,19,51.9,0,EU,Standard,1
0.62,3,1.72,0,5,30.3,1,NA,Premium,0
0.4,0,1.26,1,6,59.2,0,NA,Standard,0
0.46,1,4.63,1,9,48.6,0,NA,Standard,0
0.684,4,4.88,0,1,25.2,0,APAC,Standard,1
0.555,1,1.42,0,7,53.5,1,EU,Premium,0
0.454,2,3.97,1,6,52.3,0,NA,Standard,0
0.517,1,8.45,1,11,30.7,1,APAC,Standard,0
0.524,1,3.21,0,2,36.4,0,APAC,Standard,1
0.571,2,4.85,0,8,55.2,0,NA,Basic,0
0.63,2,6.15,0,4,66.8,1,APAC,Standard,0
0.543,1,8.01,0,15,42.2,0,NA,Premium,0
0.488,2,3.49,0,9,63.6,1,APAC,Premium,1
0.567,1,5.51,1,13,68.3,0,APAC,Premium,0
0.478,3,1.42,0,4,71.1,1,NA,Basic,0
0.458,1,3.05,1,25,53.3,1,LATAM,Basic,0
0.414,3,2.11,1,6,27.0,1,APAC,Standard,1
0.426,1,0.0,1,4,62.8,0,LATAM,Standard,0
0.466,5,0.0,0,20,41.2,1,NA,Basic,0
0.449,0,3.86,0,18,55.1,1,NA,Standard,0
0.539,0,3.9,1,5,32.4,2,EU,Standard,0
0.448,3,0.92,1,11,33.0,1,EU,Premium,0
0.4,1,6.11,0,19,31.0,1,APAC,Basic,0
0.457,2,0.78,1,25,18.5,0,EU,Standard,0
0.492,1,3.51,1,9,33.3,1,NA,Standard,0
0.484,3,2.17,1,1,24.3,3,EU,Basic,0
0.611,0,3.21,0,3,56.3,1,EU,AdTier,0
0.483,3,4.8,1,2,23.7,1,NA,AdTier,0
0.573,3,4.51,0,1,31.6,0,EU,Basic,0
0.519,2,4.42,0,3,45.1,0,EU,Standard,1
0.517,2,4.16,0,54,81.2,1,APAC,Basic,0
0.47,1,0.45,1,3,31.2,2,NA,Premium,0
0.516,2,5.27,0,2,17.4,0,NA,Standard,1
0.474,1,0.88,0,2,18.8,1,EU,AdTier,1
0.53,4,2.79,0,18,27.8,0,NA,Standard,0
0.506,3,2.3,0,48,31.9,0,APAC,Basic,0
0.463,2,3.7,0,7,91.1,1,NA,Premium,0
0.58,2,2.03,0,24,64.3,0,APAC,Premium,0
0.546,1,2.68,0,4,38.7,1,NA,Standard,0
0.493,1,6.24,0,39,82.1,1,EU,Basic,1
0.529,5,0.41,0,15,32.7,0,NA,AdTier,1
0.515,2,3.0,1,3,36.8,1,EU,AdTier,0
0.468,0,0.77,0,2,35.6,0,APAC,Premium,0
0.524,3,4.35,1,9,65.5,0,EU,Basic,0
0.483,2,1.55,0,1,43.6,1,NA,Basic,0
0.463,0,3.08,0,6,75.1,0,LATAM,Premium,0
0.423,2,0.35,0,12,53.7,0,NA,Basic,0
0.498,0,5.58,0,26,63.2,1,APAC,Basic,1
0.554,2,3.15,0,27,8.7,0,APAC,Basic,0
0.478,3,3.28,1,6,11.0,0,APAC,Standard,0
0.671,4,4.66,0,9,11.7,1,APAC,Premium,1
0.573,2,0.5,0,22,36.4,1,NA,AdTier,1
0.598,3,1.77,0,19,14.2,1,LATAM,Basic,1
0.568,0,3.34,0,1,69.8,1,NA,AdTier,0
0.631,3,0.0,0,2,41.0,2,EU,Standard,1
0.473,0,0.0,0,18,57.3,0,NA,AdTier,0
0.4,1,1.36,0,10,35.2,0,NA,Premium,0
0.493,4,0.72,1,13,61.5,1,APAC,Standard,0
0.553,4,2.31,0,17,5.7,0,LATAM,AdTier,1
0.529,1,4.04,0,31,44.0,0,NA,Standard,0
0.537,3,4.5,1,73,55.0,0,EU,Premium,0
0.599,1,6.62,0,4,56.7,0,APAC,AdTier,0
0.543,3,2.95,1,8,38.6,0,EU,Standard,0
0.568,4,3.31,1,19,10.8,0,APAC,Basic,0
0.464,1,2.95,0,12,65.2,0,NA,Basic,0
0.454,2,3.64,0,13,37.2,1,NA,Standard,0
0.617,1,3.8,0,11,38.9,2,EU,AdTier,0
0.526,5,4.84,1,12,89.4,0,EU,AdTier,0
0.483,3,4.84,0,1,46.9,0,APAC,Standard,0
0.483,7,4.04,1,5,34.6,0,NA,Standard,1
0.481,6,6.02,0,8,33.4,1,NA,Standard,1
0.477,1,3.05,1,9,57.9,0,NA,AdTier,0
0.443,0,1.78,1,2,28.6,0,EU,Standard,0
0.43,3,2.1,0,27,55.2,0,NA,Standard,0
0.508,4,2.79,0,24,67.0,1,NA,AdTier,1
0.484,1,0.83,0,9,43.2,1,APAC,Premium,0
0.586,0,1.77,0,41,64.8,0,APAC,Premium,0
0.538,2,0.72,0,83,43.6,1,APAC,Standard,0
0.536,1,3.69,0,10,31.3,0,NA,Basic,1
0.475,0,3.71,1,2,11.7,1,NA,Standard,1
0.513,3,0.0,1,17,50.5,0,EU,Standard,0
0.542,1,1.69,1,1,50.9,2,NA,Premium,0
0.563,0,6.65,1,24,64.6,1,LATAM,Premium,0
0.514,2,4.26,0,16,62.7,1,LATAM,AdTier,1
0.585,2,3.91,0,1,86.3,2,EU,Basic,1
0.52,4,1.67,1,12,33.4,0,LATAM,Standard,0
0.568,1,3.57,1,2,52.1,0,LATAM,Premium,0
0.491,3,2.97,1,77,31.2,0,EU,Standard,0
0.411,2,1.41,0,23,63.6,0,NA,Standard,0
0.536,1,2.01,0,21,26.5,0,NA,Premium,0
0.564,0,2.06,0,8,63.3,1,NA,Basic,1
0.555,1,0.02,0,13,30.3,0,APAC,Standard,0
0.545,2,0.35,0,42,60.3,0,EU,Premium,0
0.499,4,2.6,0,1,69.1,0,APAC,Basic,1
0.472,3,1.3,0,33,13.9,0,APAC,Premium,0
0.553,0,2.4,0,2,18.1,0,APAC,Standard,0
0.546,0,0.0,0,27,49.7,0,NA,Standard,0
0.486,1,4.6,1,9,47.6,0,APAC,AdTier,0
0.587,2,7.16,1,1,39.2,0,NA,Basic,0
0.467,5,5.05,0,9,35.5,0,EU,Standard,0
0.485,1,5.26,1,2,27.9,2,EU,Standard,1
0.618,2,4.25,0,5,51.6,0,NA,Basic,0
0.572,1,3.53,1,7,25.7,0,EU,Standard,0
0.499,3,3.17,1,5,52.3,0,NA,Standard,0
0.537,2,1.17,0,29,33.5,1,APAC,AdTier,1
0.529,3,4.38,0,31,36.5,0,EU,Standard,0
0.4,2,4.26,1,2,69.3,1,EU,Standard,0
0.466,3,2.07,1,1,64.1,0,EU,Premium,0
0.517,1,4.05,0,2,25.1,1,NA,Basic,0
0.499,1,1.61,0,8,27.5,1,EU,Basic,0
0.535,2,1.74,0,2,60.6,1,NA,Standard,0
0.588,1,4.55,1,9,16.3,0,LATAM,Premium,0
0.501,3,3.86,0,14,74.1,0,APAC,Standard,0
0.457,4,2.54,0,8,47.7,1,APAC,Basic,1
0.539,0,2.3,0,3,33.4,0,APAC,Premium,0
0.5,3,3.35,0,18,45.2,2,NA,Premium,0
0.511,0,0.0,0,6,72.2,1,EU,AdTier,0
0.502,0,1.48,1,42,2.4,0,APAC,Premium,0
0.655,2,0.47,1,16,65.5,0,EU,Premium,0
0.4,1,3.02,0,1,68.9,0,EU,Standard,0
0.497,2,5.18,1,33,38.6,0,EU,AdTier,0
0.52,2,3.95,1,21,43.6,0,EU,Premium,0
0.473,0,1.98,0,37,47.7,0,EU,Basic,0
0.574,3,1.59,0,6,59.7,0,NA,Premium,0
0.569,1,1.49,0,9,30.4,0,EU,Standard,1
0.517,4,7.0,1,5,44.7,1,EU,Premium,1
0.504,3,3.14,1,36,43.0,0,EU,AdTier,0
0.513,4,3.4,0,1,58.6,1,NA,Basic,0
0.514,2,0.0,0,9,98.5,0,LATAM,Basic,0
0.515,1,0.64,0,4,30.3,1,APAC,Premium,0
0.509,3,2.91,0,21,46.6,1,NA,Premium,0
0.535,1,2.0,1,63,29.8,1,APAC,Premium,0
0.565,1,3.27,1,3,35.2,0,APAC,Standard,0
0.446,1,3.24,0,13,23.5,1,APAC,AdTier,0
0.457,1,4.2,0,19,14.4,1,LATAM,Premium,0
0.415,4,0.0,0,1,68.7,0,EU,AdTier,0
0.572,0,0.79,0,18,52.1,0,NA,Standard,0
0.535,0,2.8,0,5,46.9,1,NA,Standard,0
0.55,2,1.71,0,7,27.5,0,NA,Premium,0
0.434,5,2.38,1,18,43.5,1,EU,Premium,1
0.627,2,3.22,0,34,21.9,1,NA,Basic,0
0.483,5,1.51,1,30,44.5,1,NA,Basic,0
0.53,4,3.38,1,1,51.7,0,EU,Premium,0
0.571,3,4.09,0,1,34.1,2,NA,Standard,0
0.461,0,3.13,1,11,29.9,0,NA,Standard,0
0.487,4,4.44,0,3,35.2,1,APAC,Standard,0
0.531,1,0.0,0,27,61.3,0,EU,Premium,0
0.691,2,1.83,0,5,49.0,0,EU,Standard,0
0.538,2,4.78,0,20,12.9,0,NA,Premium,1
0.616,1,1.27,1,22,59.5,1,APAC,Standard,0
0.592,7,1.0,1,11,55.9,0,NA,AdTier,0
0.542,1,2.75,1,52,48.7,1,EU,Premium,0
0.461,2,2.97,0,14,77.9,0,NA,Premium,0
0.584,1,1.93,1,34,45.5,0,APAC,Premium,0
0.43,5,6.69,1,29,53.6,2,NA,AdTier,1
0.616,4,3.57,1,17,54.4,1,LATAM,Standard,1
0.532,1,1.19,1,5,62.5,0,NA,Basic,0
0.4,4,0.12,0,4,40.5,0,EU,Standard,0
0.5,2,3.81,0,2,32.1,0,EU,AdTier,1
0.559,3,1.15,0,15,64.5,1,EU,Premium,0
0.506,3,7.31,0,10,63.4,0,APAC,Basic,1
0.563,2,3.86,1,1,70.5,1,EU,Standard,0
0.469,0,4.12,1,1,53.3,1,EU,Premium,0
0.442,3,3.5,1,7,12.0,0,APAC,Basic,0
0.516,2,5.24,0,1,48.3,0,NA,Standard,0
0.522,1,0.0,0,6,45.7,0,EU,Basic,0
0.499,3,0.59,0,7,69.6,0,EU,Premium,1
0.594,3,5.07,1,3,66.2,0,APAC,Standard,1
0.469,2,6.0,1,11,57.3,2,APAC,Standard,0
0.539,1,0.53,1,10,3.5,2,EU,Basic,0
0.524,2,0.0,1,32,28.5,0,NA,Premium,0
0.427,3,3.34,0,15,37.7,0,APAC,Premium,0
0.441,1,3.97,0,10,38.2,1,APAC,AdTier,0
0.521,2,3.29,1,2,48.3,1,NA,Premium,0
0.639,2,2.88,0,17,74.6,1,NA,Premium,0
0.555,0,0.0,0,9,60.6,0,NA,Standard,0
0.416,3,2.25,0,1,26.6,1,NA,Basic,0
0.4,3,2.55,0,20,28.4,1,NA,Premium,0
0.564,1,1.9,1,8,26.6,1,APAC,Basic,0
0.514,3,0.0,0,3,42.7,1,NA,Premium,0
0.588,1,4.17,0,51,61.1,0,APAC,Basic,1
0.467,4,4.73,1,1,64.3,0,NA,Basic,0
0.541,3,1.41,0,13,37.5,0,APAC,Standard,0
0.571,4,2.63,1,29,44.4,0,NA,AdTier,0
0.493,0,2.01,1,6,78.5,0,NA,Premium,0
0.494,3,2.03,0,2,15.3,1,NA,Premium,1
0.522,2,3.99,0,8,57.8,1,EU,Premium,0
0.553,1,4.03,0,1,55.6,1,EU,Standard,0
0.519,1,5.15,0,45,39.1,0,EU,Premium,0
0.578,0,5.11,0,37,44.6,0,EU,Standard,0
0.492,1,2.66,0,1,53.4,0,EU,AdTier,0
0.44,1,8.68,0,19,39.1,0,LATAM,Premium,0
0.639,0,6.1,1,13,32.2,0,NA,Standard,0
0.484,0,1.68,0,8,30.7,2,NA,Standard,0
0.486,2,3.25,0,40,82.2,0,EU,Premium,0
0.516,4,0.0,0,1,36.2,1,APAC,Standard,0
0.524,4,3.05,1,23,49.0,1,APAC,Basic,0
0.497,3,6.35,0,14,60.7,1,APAC,Premium,1
0.519,1,8.56,0,31,40.8,0,NA,Premium,1
0.518,4,2.76,1,7,45.7,0,APAC,Basic,1
0.53,1,3.67,1,1,55.1,1,NA,Standard,0
0.4,4,4.21,1,11,28.0,1,NA,Premium,0
0.633,4,6.96,1,57,14.3,0,NA,Basic,0
0.511,0,1.03,0,18,30.4,0,LATAM,AdTier,0
0.555,4,8.31,0,82,79.6,0,APAC,Standard,0
0.437,2,2.37,0,3,33.5,0,NA,Standard,0
0.492,1,0.66,1,2,47.6,0,NA,AdTier,0
0.48,0,2.37,1,43,18.5,1,APAC,Premium,0
0.608,1,1.38,1,2,71.8,0,APAC,AdTier,1
0.485,5,3.84,0,11,39.0,2,NA,AdTier,1
0.565,3,0.0,1,33,35.9,0,LATAM,Standard,1
0.481,1,3.28,1,13,42.3,1,EU,Standard,0
0.493,4,4.33,0,9,95.3,2,EU,AdTier,1
0.505,1,5.97,0,8,53.8,0,EU,Basic,0
0.597,2,4.36,0,40,41.9,1,APAC,Standard,0
0.407,1,5.84,0,10,0.0,0,NA,Premium,0
0.441,5,1.79,1,22,72.1,0,NA,Premium,0
0.403,1,3.79,0,10,31.1,1,EU,Premium,0
0.455,1,0.0,1,1,27.9,1,EU,Basic,1
0.471,4,2.77,0,4,29.7,0,APAC,Premium,0
0.423,2,3.77,0,20,74.3,1,LATAM,Premium,0
0.476,2,3.95,1,14,44.2,1,EU,Basic,0
0.4,2,0.0,0,4,14.6,0,EU,Standard,1
0.459,3,2.22,1,33,40.9,0,EU,Standard,0
0.592,3,2.5,1,16,28.4,1,NA,Premium,0
0.544,3,2.14,1,48,52.2,1,NA,Premium,0
0.531,6,4.45,0,4,37.3,1,EU,Standard,0
0.46,0,2.57,1,48,13.6,2,EU,AdTier,0
0.428,4,3.2,0,14,43.4,0,APAC,Premium,0
0.452,2,2.02,1,62,43.9,1,NA,Basic,0
0.517,3,5.13,0,34,19.9,1,EU,Premium,0
0.572,1,5.28,0,13,5.8,0,APAC,Standard,0
0.574,1,2.38,0,21,50.7,0,EU,Basic,0
0.558,3,8.7,1,19,39.4,0,NA,Premium,0
0.476,3,1.47,0,4,40.7,0,EU,Standard,0
0.521,3,5.01,1,2,59.9,1,APAC,AdTier,1
0.501,3,1.1,1,22,6.2,0,NA,Standard,1
0.508,2,4.55,0,31,46.2,0,EU,Standard,1
0.642,1,4.39,0,14,58.3,0,EU,Basic,0
0.414,2,0.98,1,13,41.3,0,NA,AdTier,0
0.506,4,2.74,0,1,16.7,1,EU,Standard,1
0.593,2,6.74,0,5,31.8,0,EU,Standard,0
0.432,2,1.37,1,5,36.0,0,EU,Standard,0
0.481,0,3.8,0,1,13.4,0,APAC,AdTier,1
0.488,0,3.67,1,29,52.4,1,NA,Standard,0
0.507,3,2.92,1,14,45.1,1,NA,Premium,0
0.424,2,0.0,0,4,32.1,2,EU,Premium,0
0.556,0,4.66,0,6,64.7,0,NA,Basic,1
0.56,1,3.02,0,9,34.6,0,EU,Standard,1
0.551,4,5.21,0,13,74.6,0,EU,Basic,0
0.468,3,3.46,0,25,39.6,1,NA,Basic,0
0.525,4,3.13,1,21,25.9,0,LATAM,Basic,1
0.466,1,3.75,0,3,26.5,0,EU,Standard,1
0.5,2,1.02,0,2,46.8,0,LATAM,Premium,1
0.649,4,6.12,1,7,23.6,0,NA,Basic,1
0.526,2,2.25,0,17,47.9,0,LATAM,Standard,0
0.449,2,2.27,0,29,37.0,0,EU,Standard,0
0.531,5,5.58,1,3,36.5,0,LATAM,Standard,0
0.439,1,3.49,1,3,44.2,1,EU,Standard,0
0.448,1,2.53,0,43,65.1,0,LATAM,Standard,0
0.458,2,3.83,0,13,34.1,1,NA,Premium,0
0.493,6,4.25,0,7,48.7,0,EU,Standard,0
0.576,0,2.76,0,18,53.9,1,NA,Standard,0
0.555,3,4.84,0,40,20.8,1,EU,Premium,0
0.551,4,0.46,0,1,55.5,0,NA,Premium,1
0.454,0,3.52,1,34,61.3,0,APAC,Standard,0
0.488,1,4.6,0,4,64.3,0,EU,Premium,0
0.536,0,4.24,1,56,22.8,0,EU,Premium,0
0.482,5,0.0,0,1,24.2,0,LATAM,Basic,1
0.503,0,2.75,0,7,43.9,1,APAC,Basic,0
0.546,2,0.57,0,36,42.8,0,LATAM,Basic,0
0.499,3,5.57,0,1,45.4,0,NA,Basic,1
0.534,1,2.22,1,47,37.9,1,APAC,Basic,0
0.616,4,5.35,0,4,48.7,1,EU,Basic,0
0.51,0,0.57,1,2,0.0,0,APAC,Standard,0
0.591,1,3.78,1,26,58.2,1,EU,Premium,0
0.554,0,3.02,0,19,74.4,2,EU,Standard,0
0.432,2,8.53,0,23,33.9,1,NA,Standard,0
0.454,0,5.36,1,7,49.0,0,NA,Standard,0
0.47,0,5.23,0,1,78.6,1,EU,Premium,0
0.469,1,7.06,0,28,45.7,0,NA,Standard,0
0.515,0,3.57,1,70,51.1,0,EU,Standard,0
0.557,2,2.8,0,27,81.8,1,NA,AdTier,0
0.595,1,2.57,1,7,85.7,0,NA,Standard,1
0.538,1,3.66,0,5,23.8,0,NA,Standard,0
0.493,4,0.0,1,18,36.8,0,NA,Basic,0
0.4,2,3.0,0,2,62.9,1,NA,AdTier,0
0.524,0,3.45,0,32,54.9,1,APAC,Standard,1
0.522,2,2.69,1,2,59.1,2,EU,Premium,1
0.531,1,0.0,0,18,0.0,0,NA,Premium,0
0.646,2,2.7,0,16,5.9,1,NA,AdTier,0
0.594,0,0.0,1,55,80.7,0,APAC,AdTier,0
0.567,3,6.55,0,18,60.5,2,NA,Basic,0
0.462,2,2.49,0,8,52.1,0,APAC,Basic,1
0.489,2,0.0,1,31,20.2,1,APAC,AdTier,0
0.514,2,2.59,1,10,36.7,1,NA,Standard,0
0.473,3,4.79,0,10,56.4,0,LATAM,Premium,0
0.55,0,3.35,1,13,17.3,0,EU,Standard,0
0.541,3,1.17,1,1,30.9,0,APAC,Standard,0
0.455,2,1.64,0,14,52.5,0,NA,Basic,0
0.592,1,2.43,1,26,56.8,1,EU,AdTier,1
0.526,1,2.12,0,9,34.5,1,EU,Basic,0
0.416,3,0.48,1,7,64.6,0,NA,Standard,0
0.517,2,2.86,1,1,64.0,1,APAC,Premium,0
0.537,0,0.33,0,6,9.1,1,APAC,Standard,0
0.578,6,4.9,0,2,77.8,1,EU,Standard,0
0.5,3,5.14,0,13,68.3,0,APAC,Basic,1
0.57,5,0.99,0,37,49.1,1,NA,Basic,0
0.531,1,1.57,1,4,42.3,1,APAC,AdTier,0
0.441,0,2.15,1,16,60.8,0,NA,Standard,0
0.435,3,2.94,1,3,55.7,0,LATAM,Basic,0
0.587,2,3.51,0,3,39.6,0,EU,Standard,1
0.592,3,3.93,0,58,77.1,1,APAC,Premium,0
0.539,2,3.88,1,9,2.9,1,NA,Premium,1
0.61,3,6.11,0,23,31.7,1,NA,Basic,0
0.583,1,3.12,0,34,54.0,0,APAC,Standard,0
0.561,3,0.4,0,8,44.0,0,NA,Premium,0
0.465,2,0.0,1,25,59.0,0,NA,AdTier,0
0.624,6,6.27,1,13,17.1,0,EU,Standard,1
0.552,3,4.02,0,1,39.9,1,NA,Basic,0
0.497,1,3.41,1,8,68.0,0,EU,AdTier,0
0.48,2,3.9,1,26,15.1,0,APAC,Standard,0
0.535,5,3.32,1,18,40.2,0,EU,Premium,0
0.42,1,3.87,0,1,34.4,0,EU,Standard,0
0.562,4,2.25,0,1,52.3,1,NA,AdTier,1
0.463,3,5.11,0,13,52.9,0,NA,Standard,0
0.542,3,1.95,1,8,46.9,1,NA,Premium,0
0.489,2,1.19,0,1,39.2,1,APAC,Standard,0
0.504,2,0.0,0,6,46.3,1,NA,Standard,0
0.475,2,2.52,0,5,41.7,0,APAC,Basic,0
0.51,3,5.54,0,20,44.4,0,NA,Premium,1
0.633,5,2.09,1,15,74.1,0,LATAM,Standard,0
0.603,2,0.24,0,89,21.0,0,NA,Standard,0
0.541,2,3.57,1,44,51.8,0,APAC,Basic,1
0.518,2,1.7,1,16,26.2,1,APAC,Basic,0
0.571,2,6.1,1,27,84.1,0,EU,Standard,0
0.588,3,5.15,0,11,46.8,0,LATAM,Basic,1
0.47,1,0.46,1,61,19.6,1,NA,Standard,0
0.515,2,2.65,1,7,40.4,2,NA,Basic,0
0.411,0,1.49,1,33,15.8,0,LATAM,Premium,0
0.587,2,0.68,0,19,32.3,1,NA,Premium,0
0.644,1,2.89,0,4,57.3,1,NA,Standard,0
0.525,3,4.64,0,11,72.2,0,NA,Standard,0
0.4,2,2.84,0,10,66.6,0,LATAM,Premium,0
0.557,1,1.97,1,1,42.9,0,APAC,AdTier,0
0.466,2,0.0,0,25,56.4,1,NA,Premium,0
0.48,2,1.67,1,4,61.2,0,NA,Premium,0
0.558,1,4.1,1,30,90.0,0,EU,Basic,0
0.535,0,0.32,0,57,32.9,1,APAC,Standard,0
0.491,3,5.57,0,14,75.2,2,NA,Basic,0
0.481,3,1.83,0,53,23.2,0,NA,Basic,0
0.528,3,3.39,0,9,68.6,1,APAC,Standard,1
0.495,5,2.2,1,31,32.6,2,NA,Standard,0
0.453,4,0.65,0,3,31.3,0,EU,Premium,0
0.5,1,3.88,0,7,39.3,1,APAC,AdTier,1
0.54,1,1.8,0,1,29.5,0,EU,Standard,0
0.509,0,1.33,1,1,53.5,0,EU,Basic,0
0.435,3,0.0,1,6,69.5,0,APAC,Standard,0
0.579,0,5.61,1,7,2.8,0,EU,Standard,0
0.4,2,3.01,0,55,41.5,0,APAC,Standard,0
0.493,1,5.21,0,6,23.3,0,EU,Standard,0
0.483,2,4.24,1,20,63.1,0,EU,AdTier,0
0.529,1,5.21,0,60,73.4,1,EU,AdTier,0
0.554,2,1.87,0,63,41.5,2,EU,Premium,0
0.588,4,0.26,1,55,30.9,0,NA,Basic,0
0.477,0,4.53,0,59,12.7,1,EU,Basic,0
0.555,2,3.26,0,3,84.0,0,LATAM,Standard,1
0.532,3,2.07,1,47,71.4,0,EU,Premium,0
0.417,1,4.49,0,10,5.4,0,APAC,Premium,0
0.634,5,3.62,0,16,58.1,0,EU,Premium,1
0.434,0,4.28,0,34,22.8,1,EU,Premium,1
0.545,0,0.96,0,8,34.8,0,EU,Standard,0
0.543,2,4.96,0,42,20.0,0,NA,Premium,1
0.537,3,2.99,1,9,5.0,0,NA,Standard,0
0.49,1,5.17,1,34,44.1,0,APAC,Premium,0
0.57,3,4.94,1,13,82.9,1,NA,Basic,0
0.426,1,4.37,1,6,26.5,1,EU,Premium,1
0.516,1,2.78,0,11,62.8,0,EU,AdTier,0
0.486,1,4.42,0,39,66.0,0,NA,Standard,0
0.479,3,5.22,0,27,59.4,1,NA,AdTier,1
0.546,2,4.21,0,2,84.9,2,LATAM,Basic,1
0.585,1,3.41,0,6,64.1,1,NA,Premium,0
0.499,1,4.42,0,8,81.1,0,NA,Standard,0
0.567,1,1.95,1,27,22.1,0,NA,Basic,0
0.523,2,6.03,0,1,59.9,1,NA,Premium,1
0.466,1,0.0,1,1,75.2,1,APAC,Basic,0
0.505,3,3.07,0,17,29.6,0,APAC,Standard,0
0.502,4,2.19,0,15,0.0,0,NA,Standard,0
0.478,1,1.72,1,8,19.7,0,EU,Basic,0
0.546,1,3.61,0,3,30.5,1,EU,Basic,0
0.534,3,0.75,0,2,56.2,1,NA,Premium,1
